tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2017-580,Australian Open,Hard,128,G,20170116,182,100644,24,,Alexander Zverev,R,198,GER,19.74264203,24,1655,126207,,,Francis Tiafoe,R,,USA,18.98973306,108,550,6-2 6-3 6-4,5,R64,116,9,6,99,55,41,26,14,5,5,4,2,83,55,34,16,13,4,8
2017-580,Australian Open,Hard,128,G,20170116,183,104745,9,,Rafael Nadal,L,185,ESP,30.62286105,9,3195,104571,,,Marcos Baghdatis,R,183,CYP,31.58384668,36,1210,6-3 6-1 6-3,5,R64,132,5,0,80,64,46,10,13,4,5,7,4,98,53,33,16,12,10,16
2017-580,Australian Open,Hard,128,G,20170116,184,105138,13,,Roberto Bautista Agut,R,183,ESP,28.75838467,14,2350,106415,,,Yoshihito Nishioka,L,,JPN,21.30595483,99,602,6-2 6-3 6-3,5,R64,129,9,1,77,63,41,6,13,6,10,2,3,118,71,35,19,13,12,21
2017-580,Australian Open,Hard,128,G,20170116,185,103970,21,,David Ferrer,R,175,ESP,34.7926078,23,1740,124014,,,Ernesto Escobedo,R,,USA,20.53661875,131,455,2-6 6-4 6-4 6-2,5,R64,166,6,7,141,84,58,30,18,11,13,7,3,121,68,48,27,18,10,14
2017-580,Australian Open,Hard,128,G,20170116,186,104468,25,,Gilles Simon,R,183,FRA,32.05475702,25,1585,104297,,,Rogerio Dutra Silva,R,178,BRA,32.95277207,100,600,6-4 6-1 6-1,5,R64,96,3,5,67,47,41,10,12,2,2,1,3,81,50,29,13,12,5,11
2017-580,Australian Open,Hard,128,G,20170116,187,105683,3,,Milos Raonic,R,196,CAN,26.05612594,3,5290,104180,,,Gilles Muller,L,193,LUX,33.69199179,28,1415,6-3 6-4 7-6(4),5,R64,119,21,3,95,61,51,20,16,4,4,7,1,93,65,44,18,15,5,7
2017-580,Australian Open,Hard,128,G,20170116,188,106233,8,,Dominic Thiem,R,185,AUT,23.37029432,8,3415,111442,,,Jordan Thompson,R,,AUS,22.74332649,76,699,6-2 6-1 6-7(6) 6-4,5,R64,163,12,4,113,66,54,27,19,4,5,5,1,123,67,40,30,18,10,17
2017-580,Australian Open,Hard,128,G,20170116,189,105332,,,Benoit Paire,R,196,FRA,27.69336071,47,960,104926,,,Fabio Fognini,R,178,ITA,29.65092402,48,945,7-6(3) 4-6 6-3 3-6 6-3,5,R64,208,21,10,176,96,70,36,25,10,16,2,6,160,92,56,41,24,8,14
2017-580,Australian Open,Hard,128,G,20170116,190,103333,20,,Ivo Karlovic,R,208,CRO,37.88364134,21,1795,106225,,,Andrew Whittington,R,,AUS,23.43326489,194,289,6-4 6-4 6-4,5,R64,120,19,7,92,52,44,23,15,5,5,5,6,92,46,35,23,15,7,10
2017-580,Australian Open,Hard,128,G,20170116,191,105676,11,,David Goffin,R,163,BEL,26.11088296,11,2750,103285,,,Radek Stepanek,R,185,CZE,38.13826146,102,595,6-4 6-0 6-3,5,R64,104,7,4,80,44,32,23,13,4,5,3,9,79,46,27,12,12,6,13
2017-580,Australian Open,Hard,128,G,20170116,192,105777,15,,Grigor Dimitrov,R,188,BUL,25.67282683,15,2135,111202,,,Hyeon Chung,R,,KOR,20.66255989,105,583,1-6 6-4 6-4 6-4,5,R64,156,12,4,117,76,52,22,19,10,15,7,4,104,71,53,11,18,5,10
2017-580,Australian Open,Hard,128,G,20170116,193,104755,18,,Richard Gasquet,R,185,FRA,30.58179329,18,1885,104122,,,Carlos Berlocq,R,183,ARG,33.95208761,90,632,6-1 6-1 6-1,5,R64,105,2,5,71,39,29,21,11,2,2,2,1,72,38,20,11,10,6,13
2017-580,Australian Open,Hard,128,G,20170116,194,105807,30,,Pablo Carreno Busta,R,188,ESP,25.51676934,31,1370,106378,,,Kyle Edmund,R,,GBR,22.02327173,46,989,6-2 6-4 6-2,5,R64,106,7,0,89,58,46,16,13,6,6,6,6,79,42,31,14,13,3,8
2017-580,Australian Open,Hard,128,G,20170116,195,104797,,,Denis Istomin,R,188,UZB,30.36002738,117,498,104925,2,,Novak Djokovic,R,188,SRB,29.65639973,2,11780,7-6(8) 5-7 2-6 7-6(5) 6-4,5,R64,288,17,3,194,134,94,27,27,9,15,14,9,185,107,77,43,27,10,14
2017-580,Australian Open,Hard,128,G,20170116,196,104918,1,,Andy Murray,R,190,GBR,29.67556468,1,12560,105023,31,,Sam Querrey,R,198,USA,29.27857632,32,1355,6-4 6-2 6-4,5,R32,119,8,2,86,56,43,15,14,2,3,5,2,87,53,30,18,14,3,8
2017-580,Australian Open,Hard,128,G,20170116,197,104999,,,Mischa Zverev,L,190,GER,29.40451745,50,894,104291,,,Malek Jaziri,R,185,TUN,32.99110198,56,824,6-1 4-6 6-3 6-0,5,R32,141,7,3,88,52,37,20,16,1,4,4,6,123,69,42,19,16,12,21
2017-580,Australian Open,Hard,128,G,20170116,198,103819,17,,Roger Federer,R,185,SUI,35.44147844,17,1980,104607,10,,Tomas Berdych,R,196,CZE,31.33196441,10,3060,6-2 6-4 6-4,5,R32,90,8,2,70,41,39,17,14,0,0,13,3,81,51,43,9,14,1,5
2017-580,Australian Open,Hard,128,G,20170116,199,105453,5,,Kei Nishikori,R,178,JPN,27.04996578,5,5010,105041,,,Lukas Lacko,R,185,SVK,29.20465435,121,486,6-4 6-4 6-4,5,R32,131,5,3,76,46,38,20,15,1,2,12,1,106,60,46,15,15,5,9
2017-580,Australian Open,Hard,128,G,20170116,200,104527,4,,Stanislas Wawrinka,R,183,SUI,31.80561259,4,5155,104678,29,,Viktor Troicki,R,193,SRB,30.93223819,35,1225,3-6 6-2 6-2 7-6(7),5,R32,152,16,4,117,71,52,24,19,4,9,7,8,122,70,48,20,18,6,13
2017-580,Australian Open,Hard,128,G,20170116,201,104312,,,Andreas Seppi,R,190,ITA,32.90349076,89,635,104327,,,Steve Darcis,R,178,BEL,32.84599589,71,707,4-6 6-4 7-6(1) 7-6(2),5,R32,187,11,5,131,72,60,31,22,3,7,8,4,131,74,55,28,22,2,6
2017-580,Australian Open,Hard,128,G,20170116,202,104542,12,,Jo Wilfried Tsonga,R,188,FRA,31.75085558,12,2505,106058,23,,Jack Sock,R,185,USA,24.31211499,20,1810,7-6(4) 7-5 6-7(8) 6-3,5,R32,213,23,5,155,101,81,29,23,5,6,7,5,166,94,71,35,22,8,11
2017-580,Australian Open,Hard,128,G,20170116,203,105554,,,Daniel Evans,R,175,GBR,26.65297741,51,886,106071,27,,Bernard Tomic,R,193,AUS,24.23819302,27,1420,7-5 7-6(2) 7-6(3),5,R32,168,9,2,134,75,55,33,18,7,10,20,1,114,82,60,13,18,2,6
2017-580,Australian Open,Hard,128,G,20170116,204,104792,6,,Gael Monfils,R,193,FRA,30.37645448,6,3625,104259,32,,Philipp Kohlschreiber,R,178,GER,33.25393566,33,1325,6-3 7-6(1) 6-4,5,R32,115,8,4,97,68,52,11,16,3,6,3,2,80,52,36,14,15,1,6
2017-580,Australian Open,Hard,128,G,20170116,205,104745,9,,Rafael Nadal,L,185,ESP,30.62286105,9,3195,100644,24,,Alexander Zverev,R,198,GER,19.74264203,24,1655,4-6 6-3 6-7(5) 6-3 6-2,5,R32,245,11,4,150,113,82,23,24,5,7,19,11,172,108,77,27,24,11,16
2017-580,Australian Open,Hard,128,G,20170116,206,105138,13,,Roberto Bautista Agut,R,183,ESP,28.75838467,14,2350,103970,21,,David Ferrer,R,175,ESP,34.7926078,23,1740,7-5 6-7(6) 7-6(3) 6-4,5,R32,242,5,5,182,106,70,40,23,15,20,1,6,151,81,51,38,23,7,14
2017-580,Australian Open,Hard,128,G,20170116,207,105683,3,,Milos Raonic,R,196,CAN,26.05612594,3,5290,104468,25,,Gilles Simon,R,183,FRA,32.05475702,25,1585,6-2 7-6(5) 3-6 6-3,5,R32,154,21,3,112,74,53,23,19,3,6,0,3,109,83,58,10,19,2,7
2017-580,Australian Open,Hard,128,G,20170116,208,106233,8,,Dominic Thiem,R,185,AUT,23.37029432,8,3415,105332,,,Benoit Paire,R,196,FRA,27.69336071,47,960,6-1 4-6 6-4 6-4,5,R32,143,10,3,128,85,53,25,19,12,17,10,9,110,52,41,19,18,3,11
2017-580,Australian Open,Hard,128,G,20170116,209,105676,11,,David Goffin,R,163,BEL,26.11088296,11,2750,103333,20,,Ivo Karlovic,R,208,CRO,37.88364134,21,1795,6-3 6-2 6-4,5,R32,87,3,3,66,39,37,19,14,0,0,25,3,78,58,42,7,13,3,7
2017-580,Australian Open,Hard,128,G,20170116,210,105777,15,,Grigor Dimitrov,R,188,BUL,25.67282683,15,2135,104755,18,,Richard Gasquet,R,185,FRA,30.58179329,18,1885,6-3 6-2 6-4,5,R32,122,11,4,95,69,57,9,14,6,7,3,4,82,49,28,16,13,4,9
2017-580,Australian Open,Hard,128,G,20170116,211,104797,,,Denis Istomin,R,188,UZB,30.36002738,117,498,105807,30,,Pablo Carreno Busta,R,188,ESP,25.51676934,31,1370,6-4 4-6 6-4 4-6 6-2,5,R32,207,16,2,141,93,70,27,24,9,12,5,5,151,86,59,34,24,2,7
2017-580,Australian Open,Hard,128,G,20170116,212,104999,,,Mischa Zverev,L,190,GER,29.40451745,50,894,104918,1,,Andy Murray,R,190,GBR,29.67556468,1,12560,7-5 5-7 6-2 6-4,5,R16,213,7,2,137,91,60,21,21,8,13,10,6,145,95,62,18,21,9,17
2017-580,Australian Open,Hard,128,G,20170116,213,103819,17,,Roger Federer,R,185,SUI,35.44147844,17,1980,105453,5,,Kei Nishikori,R,178,JPN,27.04996578,5,5010,6-7(4) 6-4 6-1 4-6 6-3,5,R16,203,24,6,148,100,80,23,24,7,10,5,5,164,107,73,24,24,11,18
2017-580,Australian Open,Hard,128,G,20170116,214,104527,4,,Stanislas Wawrinka,R,183,SUI,31.80561259,4,5155,104312,,,Andreas Seppi,R,190,ITA,32.90349076,89,635,7-6(2) 7-6(4) 7-6(4),5,R16,163,17,2,117,66,53,34,18,2,4,12,3,136,84,62,26,18,7,9
2017-580,Australian Open,Hard,128,G,20170116,215,104542,12,,Jo Wilfried Tsonga,R,188,FRA,31.75085558,12,2505,105554,,,Daniel Evans,R,175,GBR,26.65297741,51,886,6-7(4) 6-2 6-4 6-4,5,R16,173,17,2,122,81,66,25,20,4,4,8,11,143,100,73,16,20,10,14
2017-580,Australian Open,Hard,128,G,20170116,216,104745,9,,Rafael Nadal,L,185,ESP,30.62286105,9,3195,104792,6,,Gael Monfils,R,193,FRA,30.37645448,6,3625,6-3 6-3 4-6 6-4,5,R16,175,2,1,101,74,53,17,19,3,6,15,10,130,76,50,24,19,11,17
2017-580,Australian Open,Hard,128,G,20170116,217,105683,3,,Milos Raonic,R,196,CAN,26.05612594,3,5290,105138,13,,Roberto Bautista Agut,R,183,ESP,28.75838467,14,2350,7-6(6) 3-6 6-4 6-1,5,R16,171,33,9,113,73,59,19,19,7,10,9,4,127,88,56,21,19,11,16
2017-580,Australian Open,Hard,128,G,20170116,218,105676,11,,David Goffin,R,163,BEL,26.11088296,11,2750,106233,8,,Dominic Thiem,R,185,AUT,23.37029432,8,3415,5-7 7-6(4) 6-2 6-2,5,R16,163,15,2,125,70,51,33,20,3,6,13,5,128,77,53,23,20,9,15
2017-580,Australian Open,Hard,128,G,20170116,219,105777,15,,Grigor Dimitrov,R,188,BUL,25.67282683,15,2135,104797,,,Denis Istomin,R,188,UZB,30.36002738,117,498,2-6 7-6(2) 6-2 6-1,5,R16,144,7,1,98,72,58,16,18,5,7,14,1,104,73,48,14,17,3,7
2017-580,Australian Open,Hard,128,G,20170116,220,103819,17,,Roger Federer,R,185,SUI,35.44147844,17,1980,104999,,,Mischa Zverev,L,190,GER,29.40451745,50,894,6-1 7-5 6-2,5,QF,92,9,1,79,54,37,17,14,1,2,5,0,97,72,38,13,13,9,15
2017-580,Australian Open,Hard,128,G,20170116,221,104527,4,,Stanislas Wawrinka,R,183,SUI,31.80561259,4,5155,104542,12,,Jo Wilfried Tsonga,R,188,FRA,31.75085558,12,2505,7-6(2) 6-4 6-3,5,QF,134,4,2,107,58,41,32,16,5,6,7,3,86,46,34,17,15,0,3
2017-580,Australian Open,Hard,128,G,20170116,222,104745,9,,Rafael Nadal,L,185,ESP,30.62286105,9,3195,105683,3,,Milos Raonic,R,196,CAN,26.05612594,3,5290,6-4 7-6(7) 6-4,5,QF,164,4,4,105,76,63,15,16,4,4,14,2,107,71,48,20,16,1,3
2017-580,Australian Open,Hard,128,G,20170116,223,105777,15,,Grigor Dimitrov,R,188,BUL,25.67282683,15,2135,105676,11,,David Goffin,R,163,BEL,26.11088296,11,2750,6-3 6-2 6-4,5,QF,132,8,4,96,61,46,15,14,8,10,6,3,94,44,30,19,13,9,15
2017-580,Australian Open,Hard,128,G,20170116,224,103819,17,,Roger Federer,R,185,SUI,35.44147844,17,1980,104527,4,,Stanislas Wawrinka,R,183,SUI,31.80561259,4,5155,7-5 6-3 1-6 4-6 6-3,5,SF,184,11,3,143,86,62,33,24,8,12,10,2,135,89,56,32,23,5,9
2017-580,Australian Open,Hard,128,G,20170116,225,104745,9,,Rafael Nadal,L,185,ESP,30.62286105,9,3195,105777,15,,Grigor Dimitrov,R,188,BUL,25.67282683,15,2135,6-3 5-7 7-6(5) 6-7(4) 6-4,5,SF,296,8,3,184,135,93,27,28,12,16,20,5,181,124,87,28,27,8,13
2017-580,Australian Open,Hard,128,G,20170116,226,103819,17,,Roger Federer,R,185,SUI,35.44147844,17,1980,104745,9,,Rafael Nadal,L,185,ESP,30.62286105,9,3195,6-4 3-6 6-1 3-6 6-3,5,F,217,20,3,138,85,65,26,22,13,17,4,3,151,110,69,23,22,14,20
2017-520,Roland Garros,Clay,128,G,20170529,100,104918,1,,Andy Murray,R,190,GBR,30.03969884,1,10370,105723,,,Andrey Kuznetsov,R,185,RUS,26.2642026,73,705,6-4 4-6 6-2 6-0,5,R128,152,2,2,98,57,41,22,0,3,7,6,4,102,52,29,18,0,1,10
2017-520,Roland Garros,Clay,128,G,20170529,101,105373,,,Martin Klizan,L,190,SVK,27.88227242,50,925,106362,,,Laurent Lokoli,R,,FRA,22.61190965,285,183,7-6(4) 6-3 4-6 0-6 6-4,5,R128,219,4,11,165,87,58,37,0,6,13,19,7,138,69,54,32,0,6,11
2017-520,Roland Garros,Clay,128,G,20170529,102,104597,,,Nicolas Almagro,R,183,ESP,31.77002053,69,755,104571,,,Marcos Baghdatis,R,183,CYP,31.94798084,62,825,6-7(3) 6-4 6-3 7-6(1),5,R128,195,16,6,133,72,59,35,0,5,7,6,2,156,92,61,34,0,7,12
2017-520,Roland Garros,Clay,128,G,20170529,103,105223,29,,Juan Martin Del Potro,R,198,ARG,28.678987,30,1325,105550,,,Guido Pella,L,185,ARG,27.03353867,115,489,6-2 6-1 6-4,5,R128,109,13,2,67,48,39,13,0,0,0,3,1,88,55,32,16,0,10,15
2017-520,Roland Garros,Clay,128,G,20170529,104,104545,21,,John Isner,R,206,USA,32.09034908,22,2020,111442,,,Jordan Thompson,R,,AUS,23.10746064,92,592,6-3 4-6 7-6(5) 6-3,5,R128,157,31,3,129,86,68,22,0,6,8,9,2,117,78,55,23,0,0,3
2017-520,Roland Garros,Clay,128,G,20170529,105,103893,,,Paolo Lorenzi,R,183,ITA,35.45242984,34,1153,105575,,,Ricardas Berankis,R,175,LTU,26.93771389,188,290,6-0 6-2 6-4,5,R128,107,8,2,79,49,37,19,0,4,4,2,2,87,54,26,17,0,7,13
2017-520,Roland Garros,Clay,128,G,20170529,106,111575,,,Karen Khachanov,R,,RUS,21.02121834,53,896,111797,,,Nicolas Jarry,R,,CHI,21.63175907,207,262,6-4 3-6 7-6(4) 6-1,5,R128,165,9,3,122,65,48,31,0,4,6,8,4,146,95,61,25,0,7,12
2017-520,Roland Garros,Clay,128,G,20170529,107,104607,13,,Tomas Berdych,R,196,CZE,31.69609856,14,2885,105526,,,Jan Lennard Struff,R,,GER,27.09377139,47,943,6-1 6-1 4-6 6-4,5,R128,152,5,3,104,62,47,21,0,3,6,8,8,127,55,38,29,0,15,23
2017-520,Roland Garros,Clay,128,G,20170529,108,104269,,,Fernando Verdasco,L,188,ESP,33.53593429,37,1085,100644,9,,Alexander Zverev,R,198,GER,20.10677618,10,3150,6-4 3-6 6-4 6-2,5,R128,173,0,5,128,89,53,20,0,7,12,8,5,127,84,50,18,0,12,20
2017-520,Roland Garros,Clay,128,G,20170529,109,105732,,,Pierre Hugues Herbert,R,188,FRA,26.19849418,82,662,111577,,,Jared Donaldson,R,,USA,20.63518138,72,731,6-4 7-6(5) 6-4,5,R128,131,9,8,99,54,44,26,0,3,4,7,4,97,43,37,27,0,5,8
2017-520,Roland Garros,Clay,128,G,20170529,110,106044,,,Nicolas Kicker,R,,ARG,24.78302533,87,624,106000,,,Damir Dzumhur,R,172,BIH,25.02395619,96,565,6-3 2-6 6-3 6-4,5,R128,133,0,1,104,71,48,19,0,2,5,7,2,111,63,41,26,0,8,13
2017-520,Roland Garros,Clay,128,G,20170529,111,104655,22,,Pablo Cuevas,R,180,URU,31.40588638,23,1865,111506,,,Maxime Hamou,R,,FRA,21.97399042,287,181,6-3 6-2 6-4,5,R128,123,7,4,96,57,45,22,0,6,6,5,5,103,65,43,16,0,5,9
2017-520,Roland Garros,Clay,128,G,20170529,112,111202,,,Hyeon Chung,R,,KOR,21.02669405,67,781,105023,27,,Sam Querrey,R,198,USA,29.64271047,28,1495,6-4 3-6 6-3 6-3,5,R128,135,6,6,104,60,47,25,0,7,10,19,6,120,58,47,23,0,2,8
2017-520,Roland Garros,Clay,128,G,20170529,113,104797,,,Denis Istomin,R,188,UZB,30.72416153,80,669,124014,,,Ernesto Escobedo,R,,USA,20.90075291,75,685,7-6(3) 6-3 6-4,5,R128,118,11,1,94,56,45,27,0,6,6,6,2,92,48,35,26,0,3,5
2017-520,Roland Garros,Clay,128,G,20170529,114,104871,,,Jeremy Chardy,R,188,FRA,30.29158111,74,705,105430,,,Radu Albot,R,,MDA,27.54551677,88,613,6-2 6-4 7-6(3),5,R128,129,11,2,96,59,48,21,0,2,2,1,3,96,61,39,21,0,5,8
2017-520,Roland Garros,Clay,128,G,20170529,115,105453,8,,Kei Nishikori,R,178,JPN,27.41409993,9,3650,106423,,,Thanasi Kokkinakis,R,,AUS,21.13347023,,,4-6 6-1 6-4 6-4,5,R128,182,3,6,120,70,54,25,0,9,11,11,12,137,75,50,28,0,9,14
2017-520,Roland Garros,Clay,128,G,20170529,116,104527,3,,Stanislas Wawrinka,R,183,SUI,32.16974675,3,5695,106075,,,Jozef Kovalik,R,,SVK,24.56399726,152,376,6-2 7-6(6) 6-3,5,R128,117,2,1,98,50,35,33,0,6,7,6,2,92,42,28,26,0,7,11
2017-520,Roland Garros,Clay,128,G,20170529,117,105238,,,Alexandr Dolgopolov,R,180,UKR,28.55578371,89,611,104122,,,Carlos Berlocq,R,183,ARG,34.31622177,64,801,7-5 6-3 6-4,5,R128,130,4,2,98,57,48,22,0,4,4,2,2,83,50,33,25,0,2,5
2017-520,Roland Garros,Clay,128,G,20170529,118,104312,,,Andreas Seppi,R,190,ITA,33.26762491,83,651,105053,,,Santiago Giraldo,R,188,COL,29.50308008,107,517,4-6 6-1 6-2 6-2,5,R128,131,11,3,95,57,44,19,0,4,8,3,4,107,58,38,13,0,7,16
2017-520,Roland Garros,Clay,128,G,20170529,119,104926,28,,Fabio Fognini,R,178,ITA,30.01505818,29,1350,126207,,,Francis Tiafoe,R,,USA,19.35386721,68,769,6-4 6-3 3-6 1-6 6-0,5,R128,165,3,14,130,82,61,16,0,6,11,12,4,120,68,48,24,0,6,12
2017-520,Roland Garros,Clay,128,G,20170529,120,104755,24,,Richard Gasquet,R,185,FRA,30.94592745,25,1605,105963,,,Arthur De Greef,R,,BEL,25.17180014,127,452,6-2 3-6 6-1 6-3,5,R128,130,7,2,97,50,38,25,0,4,7,4,4,98,53,35,16,0,6,13
2017-520,Roland Garros,Clay,128,G,20170529,121,103607,,,Victor Estrella,R,173,DOM,36.82135524,90,595,104559,,,Teymuraz Gabashvili,R,188,RUS,32.0164271,146,401,6-7(9) 2-6 7-6(3) 6-3 6-2,5,R128,260,9,7,192,142,93,28,0,17,21,13,5,168,99,68,39,0,13,18
2017-520,Roland Garros,Clay,128,G,20170529,122,106329,,,Thiago Monteiro,L,,BRA,22.99520876,95,570,124186,,,Alexandre Muller,U,,FRA,20.32032854,330,145,7-6(4) 2-6 4-6 7-6(3) 6-0,5,R128,223,5,8,155,93,67,31,0,9,16,4,5,162,94,64,31,0,13,20
2017-520,Roland Garros,Clay,128,G,20170529,123,104792,15,,Gael Monfils,R,193,FRA,30.74058864,16,2365,104460,,,Dustin Brown,R,196,GER,32.47091034,76,685,6-4 7-5 6-0,5,R128,90,2,3,86,62,46,13,0,3,4,5,9,90,40,24,23,0,4,10
2017-520,Roland Garros,Clay,128,G,20170529,124,105952,,,Renzo Olivo,R,,ARG,25.20465435,91,593,104542,12,,Jo Wilfried Tsonga,R,188,FRA,32.11498973,11,3120,7-5 6-4 6-7(6) 6-4,5,R128,211,0,3,162,110,73,26,0,6,10,4,5,164,107,72,27,0,16,23
2017-520,Roland Garros,Clay,128,G,20170529,125,106378,,,Kyle Edmund,R,,GBR,22.38740589,49,933,105671,,,Gastao Elias,R,178,POR,26.51060917,108,512,6-3 6-2 7-5,5,R128,106,3,3,81,48,39,18,0,1,3,5,1,75,42,31,11,0,4,10
2017-520,Roland Garros,Clay,128,G,20170529,126,104731,,,Kevin Anderson,R,203,RSA,31.03080082,56,845,104291,,,Malek Jaziri,R,185,TUN,33.35523614,71,741,7-6(4) 6-3 7-6(4),5,R128,155,13,4,98,66,53,18,0,2,3,2,4,128,71,49,29,0,11,14
2017-520,Roland Garros,Clay,128,G,20170529,127,106401,18,,Nick Kyrgios,R,193,AUS,22.08898015,19,2155,104259,,,Philipp Kohlschreiber,R,178,GER,33.61806982,43,990,6-3 7-6(4) 6-3,5,R128,111,20,4,97,68,55,16,0,3,3,6,4,85,48,39,19,0,1,3
2017-520,Roland Garros,Clay,128,G,20170529,128,103970,30,,David Ferrer,R,175,ESP,35.15674196,33,1185,105385,,,Donald Young,L,183,USA,27.84941821,51,910,5-7 6-3 4-6 6-3 13-11,5,R128,267,13,8,178,108,86,40,0,10,15,5,5,218,130,84,46,0,14,21
2017-520,Roland Garros,Clay,128,G,20170529,129,103852,,,Feliciano Lopez,L,188,ESP,35.68788501,36,1115,106216,,,Bjorn Fratangelo,R,,USA,23.86036961,138,425,6-4 7-6(4) 6-3,5,R128,121,14,2,92,55,46,24,0,5,6,3,4,92,54,36,24,0,1,4
2017-520,Roland Garros,Clay,128,G,20170529,130,104505,,,Konstantin Kravchuk,R,190,RUS,32.26009582,129,446,105643,,,Federico Delbonis,L,190,ARG,26.64750171,139,420,6-3 6-4 7-6(6),5,R128,145,7,4,115,74,60,20,0,5,5,5,3,97,54,39,29,0,6,8
2017-520,Roland Garros,Clay,128,G,20170529,131,105227,7,,Marin Cilic,R,198,CRO,28.66529774,8,3765,105208,,,Ernests Gulbis,R,190,LAT,28.74469541,230,230,6-3 6-3 6-3,5,R128,101,8,5,75,39,36,22,0,0,0,5,3,81,46,31,18,0,1,5
2017-520,Roland Garros,Clay,128,G,20170529,132,105683,5,,Milos Raonic,R,196,CAN,26.4202601,6,4450,104327,,,Steve Darcis,R,178,BEL,33.21013005,38,1016,6-3 6-4 6-2,5,R128,92,15,5,70,43,38,19,0,2,2,3,2,71,51,33,9,0,2,6
2017-520,Roland Garros,Clay,128,G,20170529,133,104297,,,Rogerio Dutra Silva,R,178,BRA,33.31690623,79,673,104022,,,Mikhail Youzhny,R,183,RUS,34.92676249,86,624,4-6 7-6(5) 2-6 7-6(4) 6-2,5,R128,251,11,7,151,80,55,37,0,4,10,13,5,203,116,74,43,0,13,18
2017-520,Roland Garros,Clay,128,G,20170529,134,105477,,,Marco Trungelliti,R,,ARG,27.32375086,162,348,111460,,,Quentin Halys,R,,FRA,20.58863792,126,453,3-6 6-7(4) 7-6(2) 6-4 6-4,5,R128,234,3,10,175,102,69,41,0,4,10,16,17,183,92,73,37,0,8,15
2017-520,Roland Garros,Clay,128,G,20170529,135,104198,,,Guillermo Garcia Lopez,R,188,ESP,33.98494182,153,372,104180,26,,Gilles Muller,L,193,LUX,34.05612594,27,1530,7-6(4) 6-7(2) 6-2 6-2,5,R128,207,17,4,119,65,57,35,0,3,3,22,13,148,83,61,30,0,17,21
2017-520,Roland Garros,Clay,128,G,20170529,136,105807,20,,Pablo Carreno Busta,R,188,ESP,25.88090349,21,2045,104252,,,Florian Mayer,R,190,GER,33.64818617,44,967,6-4 6-2 6-2,5,R128,96,9,3,75,42,34,19,0,6,7,3,2,99,55,34,17,0,7,13
2017-520,Roland Garros,Clay,128,G,20170529,137,106121,,,Taro Daniel,R,,JPN,24.3340178,102,544,105668,,,Jerzy Janowicz,R,203,POL,26.54072553,164,345,6-4 6-4 6-4,5,R128,144,8,0,91,64,48,17,0,4,5,13,6,102,68,47,12,0,6,10
2017-520,Roland Garros,Clay,128,G,20170529,138,103990,,,Tommy Robredo,R,180,ESP,35.07734428,274,192,105554,,,Daniel Evans,R,175,GBR,27.01711157,55,854,5-7 6-4 6-3 6-1,5,R128,147,6,2,100,65,44,22,0,2,7,2,10,112,65,44,14,0,4,13
2017-520,Roland Garros,Clay,128,G,20170529,139,105777,11,,Grigor Dimitrov,R,188,BUL,26.03696099,13,2900,103565,,,Stephane Robert,R,185,FRA,37.03216975,114,490,6-2 6-3 6-4,5,R128,109,8,4,84,45,37,20,0,8,10,1,2,73,37,23,14,0,0,6
2017-520,Roland Garros,Clay,128,G,20170529,140,106210,,,Jiri Vesely,L,,CZE,23.88501027,57,840,106058,14,,Jack Sock,R,185,USA,24.67624914,15,2415,7-5 7-5 6-3,5,R128,161,7,2,103,58,40,28,0,9,11,8,4,118,74,51,15,0,10,16
2017-520,Roland Garros,Clay,128,G,20170529,141,105379,,,Aljaz Bedene,R,181,GBR,27.86310746,52,898,105992,,,Ryan Harrison,R,183,USA,25.05954825,42,998,6-4 6-0 3-6 6-1,5,R128,119,12,0,81,36,30,31,0,1,3,8,6,91,45,29,21,0,2,9
2017-520,Roland Garros,Clay,128,G,20170529,142,105062,,,Mikhail Kukushkin,R,183,KAZ,29.42368241,85,630,105815,,,Tennys Sandgren,R,,USA,25.85352498,113,494,6-2 6-1 6-4,5,R128,107,2,0,86,73,53,9,0,3,3,2,0,70,40,29,10,0,5,10
2017-520,Roland Garros,Clay,128,G,20170529,143,105138,17,,Roberto Bautista Agut,R,183,ESP,29.12251882,18,2155,105357,,,John Millman,R,183,AUS,27.95619439,142,416,6-2 6-2 0-6 6-1,5,R128,134,3,3,91,52,29,27,0,5,9,6,1,91,47,23,22,0,7,14
2017-520,Roland Garros,Clay,128,G,20170529,144,105932,,,Nikoloz Basilashvili,R,185,RUS,25.26214921,63,811,104468,31,,Gilles Simon,R,183,FRA,32.41889117,32,1200,1-6 6-2 6-4 6-1,5,R128,145,0,4,104,77,45,12,0,4,10,0,3,105,45,26,25,0,14,23
