tourney_name,winner_id,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
Wimbledon,104269,L,188,ESP,31.61943874,43,1045,105373,L,190,SVK,25.96577687,39,1100,4-6 6-2 6-3 6-7(5) 13-11,R128,,27,10,189,118,96,41,32,9,10,10,10,209,138,106,30,31,12,16
Wimbledon,106233,R,,AUT,21.81793292,30,1235,104534,R,175,ISR,30.23408624,85,617,2-6 6-3 6-4 6-4,R128,,10,3,116,76,59,16,19,3,6,1,1,99,58,40,26,18,5,9
Wimbledon,105357,R,183,AUS,26.03969884,120,463,103990,R,180,ESP,33.16084873,19,1710,6-2 6-3 6-4,R128,,5,0,72,51,41,15,14,0,0,8,3,76,45,32,14,13,6,10
Wimbledon,104571,R,183,CYP,30.03148528,54,880,105385,L,183,USA,25.93292266,58,830,5-7 6-2 6-4 6-4,R128,,11,5,113,69,50,29,20,1,3,3,6,124,81,55,21,20,8,13
Wimbledon,106281,L,,GBR,21.48117728,182,282,104594,R,194,AUS,29.88911704,138,391,5-7 4-6 6-3 6-2 6-3,R128,,14,8,143,77,59,36,24,7,11,6,5,159,97,61,30,24,12,19
Wimbledon,105676,R,163,BEL,24.55852156,15,2010,104547,L,188,ARG,30.17111567,128,431,7-6(4) 6-1 6-1,R128,,17,5,79,51,45,17,13,2,2,8,1,95,71,43,8,13,8,13
Wimbledon,105777,R,188,BUL,24.12046543,11,2600,105643,L,190,ARG,24.73100616,73,691,6-3 6-0 6-4,R128,,6,2,66,35,32,22,13,2,2,3,3,92,62,35,13,12,8,13
Wimbledon,105449,R,188,USA,25.51129363,52,895,105041,R,185,SVK,27.65229295,94,548,6-3 6-7(5) 4-6 6-1 6-4,R128,,33,10,155,84,74,38,25,8,9,10,6,152,101,75,26,23,7,11
Wimbledon,104932,L,203,FRA,28.08487337,163,320,105441,L,,AUS,25.56605065,160,323,4-6 4-6 7-6(4) 6-4 6-4,R128,,19,5,151,105,80,26,26,2,4,22,1,149,95,77,29,26,5,7
Wimbledon,104755,R,185,FRA,29.0294319,20,1610,106291,R,,AUS,21.40451745,183,280,6-3 6-2 6-2,R128,,5,3,76,40,32,23,13,2,2,2,7,79,41,23,18,12,6,11
Wimbledon,106401,R,,AUS,20.1724846,29,1245,106043,R,,ARG,22.86652977,64,760,6-0 6-2 7-6(6),R128,,12,3,77,44,35,20,13,0,1,2,2,82,50,31,14,13,7,13
Wimbledon,104338,R,185,ARG,31.24982888,35,1170,104252,R,190,GER,31.73169062,294,163,6-1 6-2 6-4,R128,,5,5,87,65,51,11,13,7,7,4,1,83,49,28,16,12,5,10
Wimbledon,103163,R,188,GER,37.23750856,861,20,105583,R,180,SRB,24.99657769,86,615,6-2 6-3 4-6 6-2,R128,,5,3,103,75,61,11,18,6,8,6,1,98,66,36,20,17,8,14
Wimbledon,105683,R,196,CAN,24.50376454,8,4440,104593,R,185,ESP,29.89185489,63,763,6-2 6-3 3-6 7-6(4),R128,,25,4,115,78,64,18,19,2,3,13,1,115,70,52,27,19,6,9
Wimbledon,104868,R,190,GBR,28.38329911,111,483,104563,U,,ITA,30.06707734,113,478,6-7(4) 6-2 6-4 6-3,R128,,14,2,122,76,59,29,19,6,6,16,9,116,65,51,25,20,3,8
Wimbledon,106210,L,,CZE,21.96851472,45,990,103893,R,183,ITA,33.53593429,89,588,7-6(7) 7-6(6) 6-4,R128,,14,2,109,70,54,25,17,4,5,6,3,111,69,54,19,17,2,4
Wimbledon,105577,R,193,CAN,25.01574264,56,870,104672,L,173,FRA,29.40999316,213,234,7-6(2) 3-6 6-7(4) 7-6(4) 6-3,R128,,25,8,181,115,98,32,27,7,9,7,3,163,93,78,43,27,6,8
Wimbledon,104926,R,178,ITA,28.09856263,28,1250,105065,R,175,USA,27.49623546,77,682,6-4 6-3 6-2,R128,,1,4,83,48,33,19,13,4,6,5,6,88,44,25,21,14,10,17
Wimbledon,104678,R,193,SRB,29.3798768,24,1494,104873,R,,KAZ,28.36687201,123,457,6-1 6-4 3-6 6-3,R128,,14,2,96,68,53,17,18,4,6,4,3,92,64,48,11,17,4,9
Wimbledon,105379,R,181,GBR,25.94661191,75,688,103285,R,185,CZE,36.58590007,203,242,7-5 1-6 4-6 6-3 6-4,R128,,22,6,144,84,63,34,24,3,6,8,4,142,86,64,33,24,5,8
Wimbledon,104460,R,196,GER,30.55441478,102,509,104229,R,180,TPE,31.87405886,61,789,3-6 6-3 7-5 6-4,R128,,16,9,118,73,59,21,20,3,5,7,2,120,78,54,22,20,9,13
Wimbledon,104745,L,185,ESP,29.07049966,10,3135,105064,L,188,BRA,27.49623546,42,1065,6-4 6-2 6-4,R128,,1,5,83,49,32,22,14,4,6,6,2,83,38,24,21,14,6,12
Wimbledon,104542,R,188,FRA,30.19849418,12,2565,104180,L,193,LUX,32.13963039,44,1023,7-6(8) 6-7(3) 6-4 3-6 6-2,R128,,38,4,147,92,82,30,25,4,5,27,13,195,117,91,36,26,13,16
Wimbledon,105077,L,188,ESP,27.44695414,65,758,104797,R,188,UZB,28.80766598,62,780,6-2 6-2 3-2 RET,R128,,3,1,60,31,25,20,10,3,3,2,0,72,39,25,13,11,4,9
Wimbledon,105238,R,180,UKR,26.63928816,70,740,106378,R,,GBR,20.47091034,101,509,7-6(4) 6-1 6-2,R128,,8,6,89,59,45,18,14,2,3,4,2,97,67,41,10,13,6,11
Wimbledon,103333,R,208,CRO,36.33127995,25,1385,111200,R,,SWE,19.21697467,133,417,6-7(2) 6-2 6-4 7-6(2),R128,,42,8,124,76,70,26,21,1,1,7,8,142,85,65,27,21,4,7
Wimbledon,104312,R,190,ITA,31.35112936,27,1280,105454,R,183,AUS,25.49212868,177,292,6-3 6-2 6-2,R128,,5,1,66,41,36,16,13,0,0,8,7,74,47,30,10,12,6,11
Wimbledon,106432,R,,CRO,18.6201232,40,1080,104660,R,193,UKR,29.47570157,49,929,4-6 7-6(5) 6-2 1-6 9-7,R128,,9,9,170,92,68,42,26,7,11,17,6,164,105,85,25,27,11,15
Wimbledon,104898,R,190,NED,28.22997947,78,681,104268,L,185,COL,31.62217659,130,423,6-2 3-6 6-4 6-2,R128,,10,5,107,60,44,25,17,6,8,2,6,113,70,44,20,18,2,8
Wimbledon,104918,R,190,GBR,28.12320329,3,7450,105062,R,183,KAZ,27.50718686,59,827,6-4 7-6(3) 6-4,R128,,14,3,95,62,47,16,16,4,7,4,3,109,62,39,22,16,2,7
Wimbledon,104607,R,196,CZE,29.77960301,6,5050,104871,R,188,FRA,28.37508556,38,1120,6-2 6-7(8) 7-6(3) 7-6(5),R128,,16,2,136,89,78,27,22,4,5,19,3,156,108,85,21,22,7,10
Wimbledon,103917,R,190,FRA,33.43463381,66,756,105936,R,185,SRB,23.33470226,122,457,7-6(4) 6-4 3-6 7-5,R128,,14,6,137,87,69,25,21,4,5,13,6,140,83,63,31,22,3,5
Wimbledon,104586,R,196,CZE,29.9301848,41,1067,105208,R,190,LAT,26.82819986,83,645,7-6(2) 6-3 7-6(4),R128,,14,10,112,62,48,28,16,5,7,13,10,131,76,54,24,17,11,15
Wimbledon,104665,R,180,ESP,29.42915811,37,1125,104198,R,188,ESP,32.06844627,32,1210,3-6 6-4 3-6 7-5 6-4,R128,,7,5,143,84,63,35,25,2,5,17,7,145,85,67,30,25,5,8
Wimbledon,104792,R,193,FRA,28.82409309,18,1885,105807,R,,ESP,23.96440794,67,755,6-4 6-4 7-5,R128,,17,3,81,52,48,18,16,1,1,6,2,101,65,43,20,16,4,7
Wimbledon,105173,L,183,FRA,26.99794661,34,1188,103582,L,193,GER,34.99247091,139,386,6-7(4) 6-0 6-4 6-1,R128,,7,2,104,63,49,30,18,5,6,12,12,124,72,43,24,17,8,15
Wimbledon,104882,R,188,SLO,28.31759069,107,488,105216,R,,JPN,26.7761807,149,362,7-6(3) 6-3 7-6(5),R128,,13,4,112,78,58,16,16,6,10,4,9,108,55,36,27,17,2,8
Wimbledon,104468,R,183,FRA,30.50239562,13,2435,104597,R,183,ESP,29.85352498,145,370,6-4 6-4 7-5,R128,,12,3,99,61,52,19,16,2,2,11,5,98,63,43,23,16,5,8
Wimbledon,103852,L,188,ESP,33.77138946,16,1935,104327,R,178,BEL,31.2936345,80,664,6-2 7-6(4) 6-4,R128,,14,2,88,52,43,26,15,1,1,11,3,104,69,49,18,15,6,9
Wimbledon,105932,R,,RUS,23.34565366,153,351,105487,L,,ARG,25.33333333,137,397,6-4 7-6(3) 6-2,R128,,2,5,102,70,52,19,15,5,6,7,4,97,54,39,20,15,3,7
Wimbledon,105332,R,196,FRA,26.14099932,68,745,104022,R,183,RUS,33.01026694,76,685,6-4 6-4 6-3,R128,,5,1,84,44,36,25,14,5,6,0,7,97,56,34,20,15,6,11
Wimbledon,105138,R,,ESP,27.20602327,22,1545,105074,L,,BEL,27.45516769,95,541,6-1 6-3 7-6(6),R128,,8,4,77,49,43,16,14,0,1,1,3,87,43,29,22,14,2,7
Wimbledon,105032,R,,AUS,27.69336071,69,743,106058,R,185,USA,22.75975359,31,1215,6-3 3-6 6-3 6-3,R128,,16,4,93,56,51,22,18,2,3,4,9,112,57,41,30,18,11,15
Wimbledon,105902,R,183,AUS,23.43600274,87,594,104291,R,185,TUN,31.43874059,84,622,7-6(2) 6-2 3-6 3-6 7-5,R128,,11,9,147,67,51,50,25,4,9,7,10,166,94,67,35,25,7,12
Wimbledon,105023,R,198,USA,27.72621492,36,1140,104997,R,190,NED,27.86310746,170,310,7-5 6-3 6-4,R128,,30,3,74,44,41,23,16,0,0,4,9,105,64,41,23,15,9,12
Wimbledon,103819,R,185,SUI,33.88911704,2,9665,106000,R,172,BIH,23.10746064,88,593,6-1 6-3 6-3,R128,,6,0,64,41,35,17,13,0,0,2,8,69,41,27,8,12,5,10
Wimbledon,104925,R,188,SRB,28.10403833,1,13845,103813,L,185,FIN,33.93292266,92,564,6-4 6-2 6-3,R64,,8,1,73,50,39,17,14,0,1,2,2,87,59,36,12,13,9,14
Wimbledon,106071,R,193,AUS,22.68583162,26,1355,105732,R,,FRA,24.28199863,151,353,7-6(3) 6-4 7-6(5),R64,,9,1,102,73,60,20,17,4,4,21,4,107,58,47,30,17,0,1
Wimbledon,104919,R,188,ARG,28.12320329,21,1605,104719,R,190,ESP,29.2128679,72,715,6-3 7-6(4) 6-3,R64,,9,1,91,56,50,24,16,3,3,6,2,82,53,40,16,14,5,7
Wimbledon,104731,R,203,RSA,29.11430527,14,2090,104947,R,190,TUR,28.04928131,82,647,6-7(5) 7-6(6) 6-4 6-4,R64,,34,9,119,69,59,35,22,0,0,6,4,133,78,57,32,22,1,3
Wimbledon,105227,R,198,CRO,26.74880219,9,3540,105575,R,175,LTU,25.02121834,90,577,6-3 4-6 7-6(6) 4-6 7-5,R64,,28,5,164,105,84,33,27,8,11,13,5,159,95,73,37,26,5,8
Wimbledon,104545,R,206,USA,30.17385353,17,1890,105051,R,188,AUS,27.58932238,148,367,6-2 7-6(8) 6-4,R64,,23,1,86,62,49,15,15,1,2,11,7,99,61,44,17,15,3,7
Wimbledon,106045,R,180,USA,22.86379192,105,496,100644,R,,GER,18.19028063,74,689,6-3 3-6 7-6(2) 6-4,R64,,9,6,124,72,54,28,20,7,11,14,8,132,72,55,26,20,4,9
Wimbledon,105053,R,188,COL,27.58658453,60,790,105453,R,178,JPN,25.49760438,5,5660,W/O,R64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wimbledon,104527,R,183,SUI,30.2532512,4,5790,103607,R,173,DOM,34.90485969,48,941,6-3 6-4 7-5,R64,,15,6,93,50,41,27,16,2,2,4,5,80,45,34,21,15,3,6
Wimbledon,104269,L,188,ESP,31.61943874,43,1045,106233,R,,AUT,21.81793292,30,1235,5-7 6-4 5-7 6-3 6-4,R64,,17,12,164,90,73,40,27,9,12,12,3,150,76,53,49,26,7,11
Wimbledon,104571,R,183,CYP,30.03148528,54,880,105357,R,183,AUS,26.03969884,120,463,6-7(5) 2-6 6-3 6-2 6-4,R64,,14,3,172,91,67,38,24,10,16,3,4,150,89,60,25,23,6,14
Wimbledon,105676,R,163,BEL,24.55852156,15,2010,106281,L,,GBR,21.48117728,182,282,7-6(3) 6-1 6-1,R64,,8,1,69,37,32,21,13,1,2,3,3,118,69,42,17,13,14,20
Wimbledon,105777,R,188,BUL,24.12046543,11,2600,105449,R,188,USA,25.51129363,52,895,7-6(8) 6-2 7-6(2),R64,,17,4,110,69,58,24,16,3,3,13,5,118,73,53,23,16,5,7
Wimbledon,104755,R,185,FRA,29.0294319,20,1610,104932,L,203,FRA,28.08487337,163,320,6-0 6-3 6-3,R64,,4,0,62,45,37,9,12,1,2,5,4,70,50,26,7,12,5,12
Wimbledon,106401,R,,AUS,20.1724846,29,1245,104338,R,185,ARG,31.24982888,35,1170,7-6(5) 6-3 6-4,R64,,16,4,97,69,56,17,16,0,0,5,0,89,66,46,16,15,1,3
Wimbledon,105683,R,196,CAN,24.50376454,8,4440,103163,R,188,GER,37.23750856,861,20,6-0 6-2 6-7(5) 7-6(4),R64,,29,6,119,78,63,28,19,3,3,4,1,115,80,55,21,19,6,11
Wimbledon,104868,R,190,GBR,28.38329911,111,483,106210,L,,CZE,21.96851472,45,990,6-2 7-6(4) 3-6 6-3,R64,,15,5,126,73,57,30,19,9,10,6,2,118,90,63,16,19,9,12
Wimbledon,105577,R,193,CAN,25.01574264,56,870,104926,R,178,ITA,28.09856263,28,1250,6-3 6-4 1-6 6-3,R64,,23,4,108,60,50,25,18,3,5,4,8,97,57,45,21,17,4,7
Wimbledon,104678,R,193,SRB,29.3798768,24,1494,105379,R,181,GBR,25.94661191,75,688,6-4 3-6 6-2 6-4,R64,,12,2,104,59,45,25,19,5,9,6,2,95,63,45,14,18,4,10
Wimbledon,104460,R,196,GER,30.55441478,102,509,104745,L,185,ESP,29.07049966,10,3135,7-5 3-6 6-4 6-4,R64,,13,5,119,79,61,21,21,2,5,9,3,130,93,64,17,20,7,11
Wimbledon,104542,R,188,FRA,30.19849418,12,2565,105077,L,188,ESP,27.44695414,65,758,6-3 6-4 6-4,R64,,17,4,76,54,48,11,15,5,6,2,4,81,49,33,18,14,5,9
Wimbledon,103333,R,208,CRO,36.33127995,25,1385,105238,R,180,UKR,26.63928816,70,740,5-7 6-3 6-4 6-7(4) 13-11,R64,,53,4,169,122,106,27,34,0,2,17,2,185,126,95,38,33,6,10
Wimbledon,104312,R,190,ITA,31.35112936,27,1280,106432,R,,CRO,18.6201232,40,1080,4-6 6-4 6-7(3) 6-1 6-1,R64,,15,4,131,84,60,25,23,5,10,12,10,166,89,55,34,23,9,19
Wimbledon,104918,R,190,GBR,28.12320329,3,7450,104898,R,190,NED,28.22997947,78,681,6-1 6-1 6-4,R64,,5,2,68,39,32,19,12,1,1,2,6,68,41,26,8,12,2,8
Wimbledon,104607,R,196,CZE,29.77960301,6,5050,103917,R,190,FRA,33.43463381,66,756,6-1 6-4 6-4,R64,,13,3,76,45,37,18,14,1,2,6,3,90,61,45,3,13,10,15
Wimbledon,104665,R,180,ESP,29.42915811,37,1125,104586,R,196,CZE,29.9301848,41,1067,6-4 1-6 4-6 7-6(4) 6-4,R64,,9,5,153,100,66,33,24,10,14,8,4,138,84,69,26,25,1,4
Wimbledon,104792,R,193,FRA,28.82409309,18,1885,105173,L,183,FRA,26.99794661,34,1188,7-6(5) 6-3 7-5,R64,,14,3,91,53,45,26,17,1,2,8,1,97,66,49,17,16,1,4
Wimbledon,104468,R,183,FRA,30.50239562,13,2435,104882,R,188,SLO,28.31759069,107,488,6-1 6-1 6-7(5) 6-1,R64,,7,1,104,59,42,26,17,2,5,3,9,110,69,40,12,16,4,14
Wimbledon,105932,R,,RUS,23.34565366,153,351,103852,L,188,ESP,33.77138946,16,1935,7-5 3-6 6-3 2-6 6-4,R64,,5,6,147,101,70,27,24,9,13,32,5,142,86,67,29,24,14,18
Wimbledon,105138,R,,ESP,27.20602327,22,1545,105332,R,196,FRA,26.14099932,68,745,2-6 4-6 6-3 6-3 6-3,R64,,5,5,135,99,68,20,23,4,8,18,5,144,75,54,33,22,11,16
Wimbledon,105032,R,,AUS,27.69336071,69,743,105902,R,183,AUS,23.43600274,87,594,7-5 6-4 7-6(6),R64,,24,5,117,80,59,22,17,8,9,10,5,110,66,47,25,17,4,7
Wimbledon,103819,R,185,SUI,33.88911704,2,9665,105023,R,198,USA,27.72621492,36,1140,6-4 6-2 6-2,R64,,6,2,77,47,37,19,13,2,2,7,2,79,45,32,15,13,7,12
Wimbledon,104925,R,188,SRB,28.10403833,1,13845,106071,R,193,AUS,22.68583162,26,1355,6-3 6-3 6-3,R32,,15,1,81,58,47,15,14,3,3,9,2,82,54,33,15,13,9,13
Wimbledon,104731,R,203,RSA,29.11430527,14,2090,104919,R,188,ARG,28.12320329,21,1605,6-4 7-6(6) 6-3,R32,,22,2,88,53,46,21,16,2,3,3,3,109,75,51,16,15,8,11
Wimbledon,105227,R,198,CRO,26.74880219,9,3540,104545,R,206,USA,30.17385353,17,1890,7-6(4) 6-7(6) 6-4 6-7(4) 12-10,R32,,35,5,195,125,110,40,34,4,5,37,3,242,175,133,28,34,7,10
Wimbledon,106045,R,180,USA,22.86379192,105,496,105053,R,188,COL,27.58658453,60,790,6-2 6-7(3) 2-6 6-1 6-3,R32,,16,6,128,69,53,33,22,4,7,5,0,126,91,58,18,22,2,9
Wimbledon,104527,R,183,SUI,30.2532512,4,5790,104269,L,188,ESP,31.61943874,43,1045,6-4 6-3 6-4,R32,,14,3,87,55,48,17,15,4,4,6,12,97,52,38,22,14,13,16
Wimbledon,105676,R,163,BEL,24.55852156,15,2010,104571,R,183,CYP,30.03148528,54,880,6-3 6-4 6-2,R32,,7,7,86,54,47,11,14,5,7,7,3,78,45,28,14,13,4,10
Wimbledon,104755,R,185,FRA,29.0294319,20,1610,105777,R,188,BUL,24.12046543,11,2600,6-3 6-4 6-4,R32,,3,5,100,56,47,23,15,5,5,11,2,72,47,35,15,14,1,4
Wimbledon,106401,R,,AUS,20.1724846,29,1245,105683,R,196,CAN,24.50376454,8,4440,5-7 7-5 7-6(3) 6-3,R32,,34,6,128,85,71,26,23,6,7,18,6,133,91,69,24,22,5,7
Wimbledon,105577,R,193,CAN,25.01574264,56,870,104868,R,190,GBR,28.38329911,111,483,6-4 3-6 2-6 6-3 8-6,R32,,19,5,128,76,68,27,25,1,4,11,2,148,86,66,36,25,5,8
Wimbledon,104678,R,193,SRB,29.3798768,24,1494,104460,R,196,GER,30.55441478,102,509,6-4 7-6(3) 4-6 6-3,R32,,24,7,121,85,73,16,20,5,7,16,11,151,104,72,22,21,12,16
Wimbledon,103333,R,208,CRO,36.33127995,25,1385,104542,R,188,FRA,30.19849418,12,2565,7-6(3) 4-6 7-6(2) 7-6(9),R32,,41,5,131,99,89,21,23,0,1,14,4,147,103,85,28,23,2,2
Wimbledon,104918,R,190,GBR,28.12320329,3,7450,104312,R,190,ITA,31.35112936,27,1280,6-2 6-2 1-6 6-1,R32,,10,3,94,60,42,18,15,7,10,4,2,91,56,31,16,15,5,12
Wimbledon,104607,R,196,CZE,29.77960301,6,5050,104665,R,180,ESP,29.42915811,37,1125,4-6 6-0 6-3 7-6(3),R32,,14,3,115,67,52,27,19,4,8,3,2,123,84,53,13,18,11,18
Wimbledon,104468,R,183,FRA,30.50239562,13,2435,104792,R,193,FRA,28.82409309,18,1885,3-6 6-3 7-6(6) 2-6 6-2,R32,,2,2,157,104,66,29,23,7,12,20,4,159,112,75,20,23,7,12
Wimbledon,105138,R,,ESP,27.20602327,22,1545,105932,R,,RUS,23.34565366,153,351,7-6(4) 6-0 6-1,R32,,3,1,77,59,45,12,12,4,4,5,3,86,66,34,8,13,3,9
Wimbledon,103819,R,185,SUI,33.88911704,2,9665,105032,R,,AUS,27.69336071,69,743,6-4 6-4 6-7(5) 6-2,R32,,17,1,108,67,60,28,20,0,0,21,4,130,84,61,24,20,4,8
Wimbledon,104925,R,188,SRB,28.10403833,1,13845,104731,R,203,RSA,29.11430527,14,2090,6-7(6) 6-7(6) 6-1 6-4 7-5,R16,,13,4,170,116,86,37,27,7,8,40,8,168,98,81,29,26,3,8
Wimbledon,105227,R,198,CRO,26.74880219,9,3540,106045,R,180,USA,22.86379192,105,496,6-4 4-6 6-3 7-5,R16,,21,4,125,79,61,25,21,7,9,11,14,150,85,62,29,20,8,12
Wimbledon,104527,R,183,SUI,30.2532512,4,5790,105676,R,163,BEL,24.55852156,15,2010,7-6(3) 7-6(7) 6-4,R16,,13,6,115,65,54,24,17,2,4,4,2,113,64,47,26,17,2,5
Wimbledon,104755,R,185,FRA,29.0294319,20,1610,106401,R,,AUS,20.1724846,29,1245,7-5 6-1 6-7(7) 7-6(6),R16,,19,3,135,81,70,29,22,4,6,23,10,155,96,70,25,21,9,14
Wimbledon,105577,R,193,CAN,25.01574264,56,870,104678,R,193,SRB,29.3798768,24,1494,4-6 6-7(4) 6-4 6-3 6-3,R16,,12,2,126,89,77,22,25,0,1,20,6,139,82,65,34,25,4,8
Wimbledon,104918,R,190,GBR,28.12320329,3,7450,103333,R,208,CRO,36.33127995,25,1385,7-6(7) 6-4 5-7 6-4,R16,,8,4,136,100,80,21,22,4,5,29,4,140,97,74,21,22,10,12
Wimbledon,104468,R,183,FRA,30.50239562,13,2435,104607,R,196,CZE,29.77960301,6,5050,6-3 6-3 6-2,R16,,3,2,73,44,35,19,13,1,1,10,3,77,45,34,10,13,8,13
Wimbledon,103819,R,185,SUI,33.88911704,2,9665,105138,R,,ESP,27.20602327,22,1545,6-2 6-2 6-3,R16,,7,0,56,38,35,13,12,0,0,2,0,84,56,30,15,13,7,13
Wimbledon,104925,R,188,SRB,28.10403833,1,13845,105227,R,198,CRO,26.74880219,9,3540,6-4 6-4 6-4,QF,,4,1,81,58,46,17,15,0,0,8,0,83,46,35,18,15,2,5
Wimbledon,104755,R,185,FRA,29.0294319,20,1610,104527,R,183,SUI,30.2532512,4,5790,6-4 4-6 3-6 6-4 11-9,QF,,6,4,160,107,79,35,29,5,9,22,1,163,99,77,35,30,4,9
Wimbledon,104918,R,190,GBR,28.12320329,3,7450,105577,R,193,CAN,25.01574264,56,870,6-4 7-5 6-4,QF,,4,3,90,58,49,18,16,1,1,9,3,92,54,43,18,16,5,8
Wimbledon,103819,R,185,SUI,33.88911704,2,9665,104468,R,183,FRA,30.50239562,13,2435,6-3 7-5 6-2,QF,,11,1,75,55,44,12,15,0,1,1,2,83,48,29,19,14,3,8
Wimbledon,104925,R,188,SRB,28.10403833,1,13845,104755,R,185,FRA,29.0294319,20,1610,7-6(2) 6-4 6-4,SF,,12,2,98,74,58,11,16,3,4,6,6,113,58,38,30,16,5,8
Wimbledon,103819,R,185,SUI,33.88911704,2,9665,104918,R,190,GBR,28.12320329,3,7450,7-5 7-5 6-4,SF,,20,1,91,69,58,12,17,1,1,12,1,107,79,56,14,17,7,10
Wimbledon,104925,R,188,SRB,28.10403833,1,13845,103819,R,185,SUI,33.88911704,2,9665,7-6(1) 6-7(10) 6-4 6-3,F,,13,1,145,95,70,30,21,6,7,14,3,141,94,70,23,22,6,10
