tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2012-540,Wimbledon,Grass,128,G,20120625,53,105676,,WC,David Goffin,R,163,BEL,21.54962355,70,688,106071,20,,Bernard Tomic,R,193,AUS,19.67693361,28,1255,3-6 6-3 6-4 6-4,5,R128,153,11,3,117,72,52,26,19,6,9,5,1,120,83,57,20,19,9,14
2012-540,Wimbledon,Grass,128,G,20120625,54,105028,,Q,Jesse Levine,L,175,CAN,24.6954141,106,521,103971,,,Karol Beck,R,180,SVK,30.22861054,94,568,6-4 6-7(6) 6-3 6-2,5,R128,155,9,1,118,76,57,30,20,1,2,16,5,120,68,49,26,19,3,8
2012-540,Wimbledon,Grass,128,G,20120625,55,104868,,WC,James Ward,R,190,GBR,25.3744011,173,297,104665,,,Pablo Andujar,R,180,ESP,26.4202601,36,1115,4-6 6-0 3-6 6-3 6-3,5,R128,206,10,2,135,89,65,23,21,5,8,5,10,151,97,66,20,22,8,15
2012-540,Wimbledon,Grass,128,G,20120625,56,103888,10,,Mardy Fish,R,188,USA,30.54346338,12,2535,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,34.46680356,82,622,7-6(3) 7-5 7-6(1),5,R128,157,24,6,103,56,52,29,18,4,5,4,5,128,75,48,31,18,8,10
2012-540,Wimbledon,Grass,128,G,20120625,57,103813,,,Jarkko Nieminen,L,185,FIN,30.92402464,44,932,103852,14,,Feliciano Lopez,L,188,ESP,30.76249144,17,1725,7-6(4) 3-6 7-6(5) 6-4,5,R128,179,9,0,144,97,72,27,21,2,3,28,6,154,88,73,32,22,8,9
2012-540,Wimbledon,Grass,128,G,20120625,58,104548,,Q,Brian Baker,R,190,USA,27.15400411,126,438,104349,,,Rui Machado,R,178,POR,28.20807666,96,561,7-6(2) 6-4 6-0,5,R128,114,6,6,83,43,37,25,14,1,2,6,11,104,55,38,19,14,4,9
2012-540,Wimbledon,Grass,128,G,20120625,59,105332,,,Benoit Paire,R,196,FRA,23.1321013,55,800,105051,,,Matthew Ebden,R,188,AUS,24.58042437,76,647,6-1 6-3 6-7(1) 6-3,5,R128,145,8,8,140,81,57,36,19,11,11,3,9,131,84,51,25,18,15,20
2012-540,Wimbledon,Grass,128,G,20120625,60,105238,22,,Alexandr Dolgopolov,R,180,UKR,23.63039014,21,1585,104166,,,Alex Bogomolov Jr,R,178,RUS,29.17453799,46,910,6-3 6-4 7-5,5,R128,110,23,4,106,67,54,19,16,10,10,5,5,99,67,45,15,15,8,11
2012-540,Wimbledon,Grass,128,G,20120625,61,104259,27,,Philipp Kohlschreiber,R,178,GER,28.69267625,30,1220,103163,,WC,Tommy Haas,R,188,GER,34.22861054,50,848,3-6 7-6(8) 6-7(5) 7-6(1) 6-2,5,R128,199,31,2,172,108,86,36,26,4,6,20,7,168,117,90,27,27,8,11
2012-540,Wimbledon,Grass,128,G,20120625,62,104291,,,Malek Jaziri,R,185,TUN,28.42984257,78,633,105132,,Q,Jurgen Zopp,R,190,EST,24.24093087,95,565,4-6 4-6 6-3 6-4 9-7,5,R128,211,16,0,166,103,80,35,28,8,11,18,6,152,93,72,31,27,5,9
2012-540,Wimbledon,Grass,128,G,20120625,63,104586,,,Lukas Rosol,R,196,CZE,26.92128679,100,553,104471,,,Ivan Dodig,R,183,CRO,27.4770705,99,555,6-4 3-6 7-6(0) 7-5,5,R128,160,12,4,130,88,73,23,21,5,6,27,8,134,77,62,29,22,3,5
2012-540,Wimbledon,Grass,128,G,20120625,64,104745,2,,Rafael Nadal,L,185,ESP,26.06160164,2,10060,105064,,,Thomaz Bellucci,L,188,BRA,24.48733744,80,627,7-6(0) 6-2 6-3,5,R128,135,6,1,89,57,43,19,15,1,4,5,1,91,56,33,14,14,3,9
2012-540,Wimbledon,Grass,128,G,20120625,65,104925,1,,Novak Djokovic,R,188,SRB,25.09514031,1,12280,105992,,,Ryan Harrison,R,183,USA,20.13415469,48,871,6-4 6-4 6-4,5,R64,116,8,1,85,63,48,18,15,6,6,8,4,88,55,40,16,15,0,3
2012-540,Wimbledon,Grass,128,G,20120625,66,103285,28,,Radek Stepanek,R,185,CZE,33.57700205,27,1340,103794,,,Benjamin Becker,R,178,GER,31.02532512,124,441,6-2 7-6(4) 6-3,5,R64,129,6,2,86,55,40,20,15,2,4,7,3,89,45,27,23,14,3,8
2012-540,Wimbledon,Grass,128,G,20120625,67,104678,,,Viktor Troicki,R,193,SRB,26.37097878,34,1190,105373,,,Martin Klizan,L,190,SVK,22.95687885,62,728,6-4 4-6 5-7 7-6(3) 6-4,5,R64,227,18,7,169,104,81,31,27,11,16,5,5,162,103,73,32,27,5,10
2012-540,Wimbledon,Grass,128,G,20120625,68,104338,15,,Juan Monaco,R,185,ARG,28.24093087,14,2115,104871,,,Jeremy Chardy,R,188,FRA,25.36618754,57,794,6-2 3-6 6-3 7-6(3),5,R64,153,2,5,105,69,51,23,19,0,2,17,1,112,73,52,22,19,4,8
2012-540,Wimbledon,Grass,128,G,20120625,69,104597,12,,Nicolas Almagro,R,183,ESP,26.84462697,11,2605,105558,,Q,Guillaume Rufin,R,188,FRA,22.08350445,168,307,6-2 5-7 6-2 6-4,5,R64,124,20,0,91,65,60,14,19,0,1,11,3,114,71,49,22,19,2,7
2012-540,Wimbledon,Grass,128,G,20120625,70,104755,18,,Richard Gasquet,R,185,FRA,26.02053388,19,1600,105074,,Q,Ruben Bemelmans,L,,BEL,24.44626968,131,411,6-3 6-4 6-4,5,R64,102,6,0,75,49,40,15,15,0,2,7,3,89,56,36,13,14,3,8
2012-540,Wimbledon,Grass,128,G,20120625,71,104252,31,,Florian Mayer,R,190,GER,28.72279261,29,1230,104332,,,Philipp Petzschner,R,185,GER,28.25462012,101,534,3-6 3-6 6-4 6-2 6-4,5,R64,161,7,3,149,92,65,32,23,11,15,15,3,144,89,60,31,23,9,14
2012-540,Wimbledon,Grass,128,G,20120625,72,105668,,Q,Jerzy Janowicz,R,203,POL,21.61533196,136,397,105208,,,Ernests Gulbis,R,190,LAT,23.81930185,87,596,2-6 6-4 3-6 7-6(2) 9-7,5,R64,190,14,6,151,94,82,31,27,5,8,39,3,148,108,86,28,28,5,7
2012-540,Wimbledon,Grass,128,G,20120625,73,103819,3,,Roger Federer,R,185,SUI,30.88021903,3,9435,104926,,,Fabio Fognini,R,178,ITA,25.08966461,68,695,6-1 6-3 6-2,5,R64,74,13,2,60,41,37,11,12,0,0,1,0,73,54,29,8,12,2,8
2012-540,Wimbledon,Grass,128,G,20120625,74,103898,29,,Julien Benneteau,R,185,FRA,30.51334702,32,1210,103188,,Q,Michael Russell,R,173,USA,34.15195072,112,500,7-6(4) 2-6 6-4 7-5,5,R64,187,13,4,124,80,58,25,21,3,6,10,5,128,77,58,27,21,3,6
2012-540,Wimbledon,Grass,128,G,20120625,75,104269,17,,Fernando Verdasco,L,188,ESP,28.61054073,16,1765,104813,,WC,Grega Zemlja,R,183,SLO,25.73853525,120,459,7-6(4) 7-6(4) 3-6 6-3,5,R64,175,22,5,128,84,66,27,21,3,5,12,8,141,81,61,32,21,5,7
2012-540,Wimbledon,Grass,128,G,20120625,76,103598,,,Xavier Malisse,R,185,BEL,31.93429158,75,651,104468,13,,Gilles Simon,R,183,FRA,27.4934976,13,2525,6-4 6-4 7-6(5),5,R64,150,10,0,104,62,49,19,16,3,6,7,3,113,67,47,17,16,9,14
2012-540,Wimbledon,Grass,128,G,20120625,77,104268,,,Alejandro Falla,L,185,COL,28.61327858,73,664,103917,,,Nicolas Mahut,R,190,FRA,30.4257358,71,684,6-4 6-3 4-6 4-6 7-5,5,R64,189,7,2,132,91,64,25,25,3,8,5,6,140,82,60,31,26,8,15
2012-540,Wimbledon,Grass,128,G,20120625,78,104797,,,Denis Istomin,R,188,UZB,25.79876797,39,1032,104214,,,Igor Andreev,R,185,RUS,28.95003422,93,575,6-3 7-6(3) 4-6 6-2,5,R64,138,20,1,105,78,67,14,20,2,4,3,3,123,74,53,23,19,4,8
2012-540,Wimbledon,Grass,128,G,20120625,79,104022,26,,Mikhail Youzhny,R,183,RUS,30.00136893,33,1210,105438,,Q,Inigo Cervantes Huegun,R,,ESP,22.56810404,152,354,6-1 6-3 6-4,5,R64,111,1,1,73,50,40,16,13,1,1,10,5,95,57,38,13,13,4,9
2012-540,Wimbledon,Grass,128,G,20120625,80,104386,8,,Janko Tipsarevic,R,180,SRB,28.00821355,8,3200,104976,,Q,Ryan Sweeting,R,196,USA,24.95003422,130,413,5-7 7-5 6-4 6-2,5,R64,176,17,3,105,61,55,28,21,0,1,16,4,147,96,67,24,21,9,13
2012-540,Wimbledon,Grass,128,G,20120625,81,103970,7,,David Ferrer,R,175,ESP,30.23134839,5,5250,104932,,Q,Kenny De Schepper,L,203,FRA,25.07597536,160,331,7-6(1) 6-2 6-4,5,R64,119,4,0,89,64,51,17,15,3,3,7,3,90,56,39,17,15,5,8
2012-540,Wimbledon,Grass,128,G,20120625,82,104053,30,,Andy Roddick,R,188,USA,29.82067077,25,1395,103451,,,Bjorn Phau,R,175,GER,32.72553046,88,595,6-3 7-6(1) 6-3,5,R64,122,13,3,85,62,53,14,16,1,2,11,6,84,45,36,17,14,3,6
2012-540,Wimbledon,Grass,128,G,20120625,83,105453,19,,Kei Nishikori,R,178,JPN,22.48870637,20,1600,103722,,Q,Florent Serra,R,180,FRA,31.321013,137,392,6-3 7-5 6-2,5,R64,105,6,6,73,36,29,21,14,1,4,4,3,92,53,31,14,15,5,13
2012-540,Wimbledon,Grass,128,G,20120625,84,105223,9,,Juan Martin Del Potro,R,198,ARG,23.75359343,9,3180,104424,,,Go Soeda,R,178,JPN,27.80287474,58,787,6-2 6-3 1-6 6-4,5,R64,127,12,5,96,62,44,22,17,0,2,4,2,87,46,37,22,17,1,5
2012-540,Wimbledon,Grass,128,G,20120625,85,105227,16,,Marin Cilic,R,198,CRO,23.73990418,18,1655,103997,,,Lukasz Kubot,R,190,POL,30.11088296,49,855,7-6(4) 6-2 6-1,5,R64,114,14,1,77,48,40,19,14,0,1,5,7,74,41,25,16,13,1,6
2012-540,Wimbledon,Grass,128,G,20120625,86,105023,,,Sam Querrey,R,198,USA,24.71731691,64,705,105683,21,,Milos Raonic,R,196,CAN,21.49486653,22,1540,6-7(3) 7-6(7) 7-6(8) 6-4,5,R64,183,21,3,156,89,71,39,23,4,5,25,3,150,107,83,24,23,4,6
2012-540,Wimbledon,Grass,128,G,20120625,87,104571,,,Marcos Baghdatis,R,183,CYP,27.02258727,42,945,105777,,,Grigor Dimitrov,R,188,BUL,21.11156742,69,691,7-5 4-1 RET,5,R64,72,9,2,46,25,22,12,8,1,2,2,3,68,44,25,10,9,5,9
2012-540,Wimbledon,Grass,128,G,20120625,88,104918,4,,Andy Murray,R,190,GBR,25.11430527,4,6980,103333,,,Ivo Karlovic,R,208,CRO,33.32238193,59,786,7-5 6-7(5) 6-2 7-6(4),5,R64,188,11,6,127,78,66,33,22,0,1,17,9,136,83,69,24,22,3,7
